start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
29.65824671201814,29.797566439909296,72,74,1,1,1,1,1,1,1,1,1,1,1,1
29.600196825396825,29.797566439909296,44,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.588586848072563,29.73951655328798,56,46,1,1,1,1,1,1,1,1,1,1,1,1,1
29.54214693877551,29.797566439909296,60,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.43765714285714,29.65824671201814,72,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.367997278911563,29.54214693877551,60,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.286727437641723,29.565366893424034,51,52,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.27511746031746,29.43765714285714,72,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.12418775510204,29.600196825396825,44,67,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.066137868480727,29.27511746031746,72,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.066137868480727,29.228677551020407,68,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.066137868480727,29.367997278911563,60,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28.97325804988662,29.12418775510204,44,70,1,1,1,1,1,1,1,1,1,1,1,1,1
28.903598185941043,29.066137868480727,72,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28.717838548752834,28.97325804988662,44,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28.683008616780043,29.066137868480727,60,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28.67139863945578,28.903598185941043,72,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28.520468934240363,28.67139863945578,72,63,1,1,1,1,1,1,1,1,1,1,1,1,1
28.520468934240363,28.717838548752834,44,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28.381149206349207,28.520468934240363,72,53,1,1,1,1,1,1,1,1,1,1,1,1
28.056069841269842,28.230219501133785,70,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28.056069841269842,28.381149206349207,55,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28.044459863945576,28.253439455782313,58,42,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.858700226757367,28.10250975056689,61,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.81097641723356,28.056069841269842,70,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.81097641723356,27.9748,67,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.81097641723356,28.056069841269842,55,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.81097641723356,28.32309931972789,39,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.729706575963718,27.90514013605442,58,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.718096598639455,28.32309931972789,46,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.66004671201814,27.81097641723356,55,54,1,1,1,1,1,1,1,1,1,1,1,1,1
27.5787768707483,27.729706575963718,58,54,2,1,1,1,1,1,1,1,1,1,1,1,1
27.555556916099775,27.718096598639455,46,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.323357369614513,27.520726984126984,56,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.31174739229025,27.5787768707483,58,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
27.31174739229025,27.50911700680272,51,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.300137414965988,27.47428707482993,70,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.149207709750566,27.288527437641722,49,50,1,1,1,1,1,1,1,1,1,1,1,1
27.09115782312925,27.346577324263038,61,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27.09115782312925,27.323357369614513,56,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
26.905398185941042,27.09115782312925,56,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26.905398185941042,27.149207709750566,49,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26.870568253968255,27.09115782312925,61,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26.858958276643992,27.09115782312925,70,38,-5,1,1,1,-5,-5,-5,1,1,1,1,1,1,1,1,1,1,1,1,1
26.847348299319727,27.230477551020407,68,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26.800908390022677,26.986668027210886,58,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26.766078458049886,27.485897052154193,40,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2
26.62675873015873,26.835738321995464,70,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26.62675873015873,26.905398185941042,56,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26.568708843537415,26.766078458049886,40,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26.557098866213153,26.800908390022677,58,51,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,1,1,1,1,1,1,1,1
