start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
92.36998911564625,92.61379863945578,68,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92.358379138322,92.61379863945578,62,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92.27710929705215,92.61379863945578,46,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,1,1,1,1
92.25388934240362,92.40481904761904,65,55,1,1,1,1,1,1,1,1,1,1,1,1,1
92.11456961451246,92.25388934240362,65,71,1,1,1,1,1,1,1,1,1,1,1,1
92.11456961451246,92.38159909297052,53,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92.03329977324263,92.27710929705215,46,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91.77788027210885,92.11456961451246,53,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91.77788027210885,91.95202993197279,41,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91.76627029478458,92.11456961451246,65,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91.48763083900226,91.76627029478458,65,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91.476020861678,91.77788027210885,53,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91.39475102040817,92.03329977324263,46,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91.1728775510204,91.32380725623582,75,38,1,1,1,1,1,1,1,1,1,1,1,1,1
91.16126757369614,91.3831410430839,63,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91.13804761904761,91.41797097505669,39,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91.05677777777777,91.39475102040817,46,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90.96389795918367,91.16126757369614,63,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90.8594081632653,91.13804761904761,39,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90.74330839002266,90.88262811791382,75,45,1,1,1,1,1,1,1,1,1,1,1,1
90.66203854875283,90.8594081632653,39,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90.65042857142856,91.05677777777777,46,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90.63881859410431,90.92906802721087,51,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
